city,lat,lng
Santa Catarina de Tepehuanes,25.3396,-105.7245
Yecora,28.3708,-108.9288
Cumpas,29.9959,-109.7809
Soltepec,19.1218,-97.7091
San Bartolome Quialana,16.9019,-96.5012
Miahuatlan,19.7079,-96.8708
Quimixtlan,19.2534,-97.136
Huixtan,16.7106,-92.4532
Santiago Llano Grande,16.4906,-98.2885
Otzoloapan,19.1173,-100.2968
Metapa,14.8361,-92.1911
San Juan Guelavia,16.9551,-96.5436
Santa Clara,24.4753,-103.3572
San Pedro Quiatoni,16.783,-96.0309
Cutzamala de Pinzon,18.4678,-100.5809
Zapotlan del Rey,20.466,-102.9246
Ayoquezco de Aldama,16.6837,-96.8429
Texcatitlan,17.7126,-97.0662
Pantepec,17.1884,-93.05
Yaganiza,17.145,-96.2296
Ahualulco del Sonido Trece,22.4002,-101.1661
Yaxe,16.726,-96.4719
Emiliano Zapata,19.5585,-97.9179
Yaxkukul,21.0624,-89.4191
Petlalcingo,18.0831,-97.9189
Sergio Butron Casas,18.5139,-88.5688
Zirandaro de los Chavez,18.4762,-100.9791
San Lucas,18.5903,-100.7853
Atenango del Rio,18.0833,-99.1
Rosario,27.7833,-109.3667
Mitontic,16.8666,-92.6283
San Miguel Tilquiapam,16.7822,-96.5817
Chanal,16.6575,-92.2575
Santiago Suchilquitongo,17.2532,-96.8783
Cocula,18.2333,-99.6667
Dzitas,20.8409,-88.5291
San Juan Epatlan,18.6428,-98.3706
Nuevo Morelos,22.536,-99.2193
Metepec,20.2381,-98.3219
Marin,25.8833,-100.0333
Cuaxomulco,19.3526,-98.0967
Tampacan,21.402,-98.7282
Tepeyahualco,18.8143,-97.877
Cajonos,17.168,-96.2617
Villa de Arriaga,21.9092,-101.3822
Tampamolon Corona,21.5588,-98.8187
Acula,18.5056,-95.7743
Tenampa,19.2488,-96.8839
Santo Domingo Huehuetlan,18.7394,-98.1644
San Bartolome Loxicha,15.9698,-96.7096
Tlaxco,20.4235,-98.0292
Lagunillas,19.5627,-101.4158
Tonayan,19.683,-96.9212
Tuxcacuesco,19.6985,-103.9843
Hueyotlipan,18.9,-97.85
Cohuecan,18.7827,-98.7209
Cualac,17.7667,-98.6167
La Libertad,17.6874,-91.7207
San Jose Teacalco,19.3356,-98.0645
Santos Reyes Tepejillo,17.4378,-97.9385
Tenampulco,20.1704,-97.405
Montecristo,15.6926,-92.62
Bacum,27.5333,-110.0833
Chimaltitan,21.7798,-103.7807
Cuautitlan,19.4514,-104.3593
Candelaria Loxicha,15.9167,-96.4833
Santa Maria Tepantlali,16.9966,-96.0088
Landero y Coss,19.735,-96.8523
Trinidad Garcia de la Cadena,21.2103,-103.4653
Ahuazotepec,20.0454,-98.1633
Ostuacan,17.4072,-93.3356
Santa Maria Zoquitlan,16.5589,-96.3533
San Juan del Rio del Centauro del Norte,24.7782,-104.4583
San Dionisio Ocotepec,16.8046,-96.3933
Santiago Tetepec,16.3217,-97.7479
Amatitlan,18.4316,-95.7332
Santa Maria Temaxcalapa,17.3804,-96.1614
San Miguel Coatlan,16.197,-96.6946
Chicomuselo,15.7442,-92.2833
Nativitas,19.2361,-98.3139
Ixhuacan de los Reyes,19.3553,-97.1175
Xoxocotla,18.6466,-97.1524
Guachinango,20.5772,-104.3804
San Juan Quiotepec,17.6016,-96.5873
Amacuzac,18.6,-99.37
Solosuchiapa,17.4295,-93.0325
Baviacora,29.7,-110.15
Totatiche,21.9284,-103.444
Cuquio,20.9303,-103.0277
Villa de Ramos,22.8333,-101.9167
Atlequizayan,20.0121,-97.6242
Teotlalco,18.4711,-98.7778
Morelos Canada,18.7389,-97.4217
Santo Tomas Jalieza,16.8447,-96.6706
Hueyapan de Ocampo,18.1504,-95.1454
Ciudad Camargo,26.3144,-98.8338
San Lucas Quiavini,16.8956,-96.4681
Villa Union,28.2167,-100.7167
Santa Cruz Xitla,16.3232,-96.6737
Jiquipilco,19.5564,-99.6083
San Javier,28.6,-109.7333
Rayon,29.717,-110.583
Nacori Chico,29.6833,-108.9667
Moloacan,17.9854,-94.3471
Tepetzintla,19.9672,-97.8414
Nadadores,27.0633,-101.5936
Tuxcueca,20.154,-103.185
Silacayoapam,17.503,-98.1397
Zapotitlan Tablas,17.4367,-98.7756
Bolanos,21.8318,-103.7807
Güemez,23.9186,-99.0061
Gomez Farias,22.8869,-99.0258
Santa Maria Quiegolani,16.2771,-96.0527
Villa Hidalgo,30.1618,-109.3215
San Jeronimo Taviche,16.7147,-96.5936
Santa Isabel Cholula,18.9944,-98.3795
Zamora Pico de Oro,16.3316,-90.7657
El Limon,19.8255,-104.1563
Santa Cruz Tlaxcala,19.3547,-98.1508
Tilapa,18.5972,-98.5516
Tancoco,21.2862,-97.7914
Santa Maria de la Paz,21.5121,-103.408
Tlacoapa,17.2622,-98.7483
Tetipac,18.65,-99.6667
Tochimilco,18.8939,-98.5728
Huehuetla,20.1058,-97.6252
San Martin Itunyoso,17.2274,-97.8795
Acuamanala,19.2238,-98.1985
Alpatlahuac,19.1201,-97.0937
Atzitzintla,18.8991,-97.3244
Santa Cruz Acatepec,18.1637,-96.875
Tanlajas,21.6652,-98.886
Atzalan,19.7833,-97.2333
Marquelia,16.5833,-98.8167
Atlamajalcingo del Monte,17.3158,-98.6058
Munoz,19.4746,-98.2096
Coxcatlan,21.541,-98.9071
Chalchihuites,23.475,-103.8829
Cosautlan,19.332,-96.9903
Amacueca,20.0107,-103.5998
Santa Maria Chilchotla,18.2347,-96.8297
San Melchor Betaza,17.2527,-96.1528
Tlaquilpa,18.6102,-97.1185
San Pedro de la Cueva,29.2833,-109.733
Magdalena,18.7613,-97.0451
Mazapiltepec,19.1193,-97.7035
El Porvenir de Velasco Suarez,15.45,-92.2667
Villa Juarez,22.3231,-100.2683
Sacramento,27.0036,-101.7247
Constancia del Rosario,17.0382,-97.9413
San Jeronimo Tlacochahuaya,17.0087,-96.5827
Amatenango de la Frontera,15.4344,-92.1157
Los Reyes,18.6706,-97.0429
Coatlan del Rio,18.744,-99.435
Mixtlan,20.439,-104.4087
San Juan Coatzospam,18.0494,-96.7635
Ixcamilpa,18.0277,-98.6964
Atengo,20.2741,-104.2371
San Juan Teitipac,16.928,-96.6062
Chila,17.9696,-97.8607
Santa Ana Jilotzingo,19.5412,-99.3948
Santiago el Pinar,16.9407,-92.7145
Tatatila,19.6932,-97.1116
San Cristobal Lachirioag,17.3358,-96.165
Sochiapa,19.1929,-96.9399
Santa Clara Huitziltepec,18.7689,-97.8812
San Pedro Comitancillo,16.4903,-95.1599
Tepanco,18.555,-97.5603
Huanusco,21.7738,-102.9732
Texcatepec,20.585,-98.3654
San Miguel Ejutla,16.5805,-96.739
Tenochtitlan,19.8105,-96.9161
Santa Ana del Valle,16.9949,-96.4711
San Juan Petlapa,17.4692,-96.0361
Santa Maria Camotlan,17.8969,-97.692
Quitupan,19.9273,-102.8727
Chapulco,18.6259,-97.4047
Astacinga,18.569,-97.1038
Tlacotepec de Mejia,19.1895,-96.838
Huautepec,18.1014,-96.7959
Chalchihuitan,16.9644,-92.619
General Zaragoza,23.9732,-99.7723
Xochiltepec,18.6509,-98.3445
Totoltepec,18.6526,-98.3471
Atzala,18.5464,-98.5531
Zinaparo,20.1725,-101.9977
Ciudad General Teran,25.2667,-99.6833
Tlazala de Fabela,19.5556,-99.4174
Tuzantla,19.2079,-100.5729
Zontecomatlan de Lopez y Fuentes,20.7624,-98.3432
San Martin Tilcajete,16.8601,-96.6949
Bella Vista,15.5833,-92.2333
Jimenez del Teul,23.25,-103.8
Panuco,22.8761,-102.5412
Maravilla Tenejapa,16.0819,-91.1742
Suaqui Grande,28.4,-109.9
Asuncion Ocotlan,16.7619,-96.7214
Tepache,29.5167,-109.5167
Ixhuatlan de Madero,20.6888,-98.0118
Acatepec,17.3246,-98.9115
Santa Gertrudis,16.7833,-96.8
Santo Domingo Tepuxtepec,16.9558,-96.0582
Bacoachi,30.6333,-109.967
Tocatlan,19.3886,-98.0274
Divisaderos,29.6,-109.4667
San Agustin Chayuco,16.4023,-97.8082
San Miguel Mixtepec,16.7772,-96.9573
Trinidad Zaachila,16.9214,-96.7638
Magdalena Mixtepec,16.8966,-96.9062
San Sebastian Abasolo,16.9943,-96.587
Apazapan,19.3207,-96.7187
Santa Isabel Xiloxoxtla,19.2842,-98.3153
Sitala,17.0251,-92.3077
San Sebastian Teitipac,16.9519,-96.6143
Mazapil,24.6387,-101.5545
Tlalixtaquilla,17.5167,-98.4667
Genaro Codina,22.4876,-102.4575
Miquihuana,23.5757,-99.7544
Atolinga,21.7375,-103.475
Coetzala,18.7852,-96.917
Villagran,24.4726,-99.4911
Galeana,30.1139,-107.6164
Tetela de Ocampo,19.8167,-97.8
Tlacoatzintepec,17.8598,-96.5865
Jesus Maria,22.2506,-104.5179
Toliman,19.6014,-103.9152
Atenguillo,20.4155,-104.4939
Bacerac,30.35,-108.9167
La Yesca,21.3167,-104
Santa Maria Guelace,17.0012,-96.6035
Cuautempan,19.9138,-97.795
San Juan Chilateca,16.8304,-96.6692
Trincheras,30.4,-111.5333
Comapa,19.164,-96.8866
San Miguel del Puerto,15.9217,-96.175
San Juan Tabaa,17.305,-96.2072
Yauhquemehcan,19.407,-98.1823
Tzitzio,19.5858,-100.9247
Tzimol,16.1875,-92.1969
Nuevo Urecho,19.166,-101.8682
San Juan Juquila Vijanos,17.3537,-96.3038
Aldama,16.9171,-92.6884
Otaez,24.7003,-105.9957
San Jeronimo Coatlan,16.2321,-96.8705
San Francisco Sola,16.5158,-96.9749
San Antonio,21.6206,-98.9032
Medellin de Bravo,19.0587,-96.1578
Toxpalan,18.1012,-97.0587
Ciudad de Villaldama,26.4995,-100.4251
Tuzamapan,20.0657,-97.5752
Zoquitlan,18.3352,-97.0174
San Pedro Mixtepec,16.2706,-96.2841
Pahuatlan de Valle,20.2761,-98.1503
Cucurpe,30.3305,-110.7061
San Andres Huayapam,17.1026,-96.6656
Rojas de Cuauhtemoc,17.0059,-96.6192
San Miguel Aloapam,17.4114,-96.6915
San Juan Cancuc,16.8927,-92.3701
Ixcapuzalco,18.6,-99.9167
Espanita,19.4629,-98.4243
Ilamatlan,20.7805,-98.4432
Acaxtlahuacan de Albino Zertuche,18.0171,-98.5402
Tepatlaxco,19.0693,-96.8448
Vallecillo,26.6603,-99.9874
San Andres Yaa,17.2929,-96.1538
San Ildefonso Villa Alta,17.3383,-96.1523
Mezquital del Oro,21.2155,-103.3621
Dos Rios,19.4817,-96.7977
Mixtla de Altamirano,18.5959,-96.9929
San Juan Atzompa,18.745,-98.0245
San Andres Tenejapan,18.7892,-97.094
Santiago Yogana,16.4613,-96.7879
Agualeguas,26.3167,-99.5333
San Juan de los Cues,18.0465,-97.0602
Coatzingo,18.612,-98.1727
San Juan Mixtepec,17.3054,-97.8316
Santa Maria Lachixio,16.7281,-97.0192
San Juan del Estado,17.2743,-96.7991
Guadalcazar,22.618,-100.3994
Noria de Ángeles,22.4432,-101.9085
Ahuatlan,18.5728,-98.2569
Jaltepetongo,17.6862,-97.0357
Quintana Roo,20.8686,-88.6314
San Marcos Arteaga,17.7224,-97.8603
Xagacia,17.1544,-96.2675
Bavispe,30.4793,-108.9398
Mier y Noriega,23.4225,-100.1173
San Lucas Tecopilco,19.4863,-98.2561
San Agustin Atenango,17.6115,-98.0109
San Carlos Yautepec,16.497,-96.1065
Huimilpan,20.3667,-100.2833
Santa Cruz Papalutla,16.9563,-96.5831
Tecali,18.9006,-97.9706
Jonotla,20.0303,-97.5753
Xaltocan,19.417,-98.2
San Bartolo,19.787,-99.6678
San Andres Solaga,17.2725,-96.2361
Santiago Camotlan,17.4454,-96.1851
Los Ramones,25.7,-99.6167
Moctezuma,22.7479,-101.0822
Moyahua de Estrada,21.2666,-103.1661
Lamadrid,27.0497,-101.7947
San Sebastian Nicananduta,17.5183,-97.6835
San Lorenzo Cuaunecuiltitla,18.2066,-96.9132
General Trevino,26.2232,-99.485
Tamarindo,18.8004,-96.5726
Aquixtla,19.7958,-97.9355
Ayutla,17.0276,-96.0763
Casas,23.7269,-98.7366
Santiago Laxopa,17.2184,-96.311
Santa Catarina Cuixtla,16.3062,-96.6424
Burgos,24.9472,-98.7992
Arizpe,30.3308,-110.1692
Cuautla,20.2018,-104.4061
Calihuala,17.5313,-98.2779
San Sebastian del Oeste,20.7618,-104.8527
Banamichi,30.0167,-110.2167
San Lorenzo Albarradas,16.9113,-96.2583
Mexquitic de Carmona,22.2664,-101.1127
Tlacolulan,19.6669,-97.0019
San Pedro Apostol,16.737,-96.7247
San Pedro Martir Quiechapa,16.4152,-96.2445
Tepemaxalco,18.734,-98.6292
Huehuetlan,21.5465,-98.9677
San Antonino Monteverde,17.534,-97.7212
Santiago Tillo,17.4609,-97.3202
La Grandeza,15.5103,-92.226
San Jose del Rincon Centro,19.6622,-100.1531
Tanetze de Zaragoza,17.3762,-96.3011
Mendez,25.1182,-98.5867
Zautla,19.7148,-97.6715
Cruillas,24.7566,-98.5374
San Bartolo Yautepec,16.4293,-95.9744
San Felipe de Jesus,29.8597,-110.2397
Los Herreras,25.908,-99.4048
San Juan Yaee,17.43,-96.2835
Vetagrande,22.8328,-102.5556
Santiago Lalopa,17.4179,-96.2489
Santiago Cacaloxtepec,17.7216,-97.7404
Texmelucan,16.5851,-97.1991
Chigmecatitlan,18.6463,-98.072
San Baltazar Loxicha,16.0767,-96.7874
Santa Catarina Minas,16.7792,-96.6155
Santa Catalina Quieri,16.3214,-96.2662
San Pedro Yolox,17.5891,-96.5523
San Lorenzo,17.6687,-98.1199
Mixtla,18.905,-97.8955
Atlahuilco,18.6972,-97.0916
Mazatlan Villa de Flores,18.0326,-96.914
Onavas,28.45,-109.5167
Santa Maria la Asuncion,18.1077,-96.8138
San Miguel de Horcasitas,29.4833,-110.75
Progreso,27.4167,-100.9833
Alaquines,22.1333,-99.6
Xayacatlan de Bravo,18.2371,-97.9752
San Jeronimo Tecoatl,18.1663,-96.9126
San Vicente Lachixio,16.705,-97.0186
San Mateo Nejapam,17.656,-98.4166
Tepetongo,22.4581,-103.1514
Santa Ana Tlapacoyan,16.7434,-96.8369
Santa Catarina Quiane,16.8825,-96.7407
Tzompantepec,19.3761,-98.0901
San Juan Bautista Jayacatlan,17.4244,-96.8231
Santa Catarina Tlaltempan,18.6154,-98.0808
Santo Domingo Tonala,17.6735,-97.9656
San Jose Estancia Grande,16.3655,-98.2509
El Salvador,24.5209,-100.8663
Zacapala,18.5942,-98.0658
San Pedro Ocopetatillo,18.1864,-96.9117
Atarjea,21.2678,-99.7191
Santo Domingo,23.3267,-101.7361
San Agustin Amatengo,16.5109,-96.7892
Bacadehuachi,29.8,-109.1333
Huatlatlauca,18.6815,-98.0504
Melchor Ocampo,24.8314,-101.6422
Tlachichilco,17.6222,-98.3431
Axutla,18.1894,-98.3893
San Lucas Zoquiapam,18.1367,-96.9055
San Jose Tenango,18.1508,-96.7174
San Juan Yatzona,17.4018,-96.1688
Santa Maria de los Ángeles,22.1736,-103.2246
Santo Domingo Roayaga,17.3378,-96.1151
Santa Maria Jacatepec,17.8613,-96.2085
Sunuapa,17.4917,-93.2439
Santa Maria Ecatepec,16.285,-95.88
Bejucal de Ocampo,15.45,-92.15
Hueycantenango,17.4833,-99.1
Zoquiopan,20.009,-97.5961
Sierra Mojada,27.3,-103.6833
Eloxochitlan de Flores Magon,18.1772,-96.8754
Aquila,18.7956,-97.3084
Asuncion Tlacolulita,16.2994,-95.7267
Nanahuatipam,18.1341,-97.125
Tantima,21.3323,-97.8333
Yalina,17.2397,-96.2623
San Martin de los Canseco,16.6565,-96.7278
Tlalnelhuayocan,19.5667,-96.9667
Doctor Gonzalez,25.8598,-99.9441
San Jose Lachiguiri,16.3778,-96.3359
San Juan Sayultepec,17.4531,-97.2848
San Carlos,24.5822,-98.9421
Yucuita,17.5107,-97.2697
Magdalena Yodocono de Porfirio Diaz,17.3847,-97.3553
Santa Maria Yavesia,17.2353,-96.4306
San Jeronimo Xayacatlan,18.2203,-97.9129
Santa Ines Yatzeche,16.8066,-96.7572
Higueras,25.9601,-100.0152
Xicotlan,18.0592,-98.5246
Polotitlan de la Ilustracion,20.2253,-99.8154
Santo Domingo Ozolotepec,16.1502,-96.3105
Escobedo,27.235,-101.4122
El Plateado de Joaquin Amaro,21.9333,-103.1
San Bernardo Mixtepec,16.8258,-96.8991
Juarez,27.6075,-100.7266
Santa Maria Yucuhiti,17.0187,-97.7695
Susupuato de Guerrero,19.2151,-100.408
Santiago Xanica,16.0101,-96.2246
San Mateo Cajonos,17.1615,-96.2078
Santiago Comaltepec,17.5655,-96.5487
San Juan Mixtepec,16.2771,-96.3006
Teojomulco,16.5903,-97.2249
Santa Maria Teopoxco,18.1666,-96.9549
La Colorada,28.8,-110.5667
Susticacan,22.6094,-103.0967
San Miguel Tenango,16.2666,-95.5953
Tlatlaya,18.6169,-100.2081
Santiago Miltepec,17.9846,-97.6901
Taniche,16.5686,-96.7551
Yucuyachi,17.6086,-98.1967
Ixtacamaxtitlan,19.6235,-97.8154
Oquitoa,30.7333,-111.7333
Villa Pesqueira,29.1181,-109.9675
Bacanora,28.9833,-109.4
San Pablo Cuatro Venados,16.9812,-96.891
Santa Maria del Oro,19.5868,-102.9095
Totoltepec de Guerrero,18.2256,-97.8551
Santiago Atzitzihuacan,18.8233,-98.5838
San Juan Ozolotepec,16.133,-96.2593
Santa Cruz Nundaco,17.1711,-97.7238
Magdalena Jaltepec,17.3232,-97.2212
Paras,26.5001,-99.5216
Santiago Nuyoo,17.0145,-97.7666
San Francisco Cajonos,17.1709,-96.2502
San Pedro y San Pablo Tequistepec,18.0611,-97.7182
San Juan Diuxi,17.286,-97.37
Chila de la Sal,18.1097,-98.4857
Aramberri,24.1006,-99.8181
Armadillo de los Infante,22.2449,-100.6558
San Juan Ñumi,17.3973,-97.7062
Villa de Guadalupe,23.3738,-100.757
Santiago Texcalcingo,18.2083,-96.9689
San Juan Ihualtepec,17.7402,-98.2889
Melchor Ocampo,26.055,-99.5438
Santiago Tenango,17.3249,-97.0047
San Miguel Tecomatlan,17.3945,-97.2685
Santo Tomas Ocotepec,17.1445,-97.7633
El Tule,27.0538,-106.2655
Tubutama,30.8847,-111.4639
San Miguel Ixitlan,18.0008,-97.7748
Los Aldamas,26.0622,-99.1956
Zacualpan,20.4333,-98.3483
Atlangatepec,19.5322,-98.2089
Las Minas,19.6909,-97.146
Santiago Zoochila,17.2206,-96.2421
Chicahua,17.6367,-97.195
Santa Ana,16.3414,-96.717
Lagunillas,21.5901,-99.566
Magdalena Zahuatlan,17.3898,-97.2275
Santa Cruz de Bravo,17.581,-98.2238
San Pedro Martir Yucuxaco,17.4325,-97.611
Albarradas,17.0675,-96.2001
San Francisco Jaltepetongo,17.3858,-97.2648
San Mateo Etlatongo,17.4161,-97.2739
Coixtlahuaca,17.7202,-97.3188
San Pablo Macuiltianguis,17.5335,-96.5521
San Francisco Huehuetlan,18.1972,-96.9481
Santa Ines del Monte,16.9239,-96.8624
San Francisco Ozolotepec,16.1008,-96.2218
San Andres Sinaxtla,17.4693,-97.283
Rayones,25.0181,-100.0732
San Pedro Tidaa,17.3412,-97.3724
Villa Mainero,24.5601,-99.6156
Zoogocho,17.2401,-96.243
Doctor Coss,25.9333,-99.1667
Santiago Tilantongo,17.25,-97.2833
El Guayabito,19.9496,-102.4441
Santa Maria Chachoapam,17.5257,-97.2842
Santa Catarina,21.6572,-99.4958
San Ildefonso Amatlan,16.3339,-96.4912
San Vicente Nunu,17.4565,-97.4432
San Miguel Huautla,17.7454,-97.1371
Soyopa,28.7667,-109.633
San Simon Almolongas,16.4066,-96.7193
San Cristobal Amoltepec,17.2843,-97.5722
San Pedro Topiltepec,17.4363,-97.344
San Juan Lachigalla,16.5895,-96.5505
Cosoltepec,18.1425,-97.7908
San Lorenzo,28.1535,-106.477
Ixpantepec Nieves,17.5069,-98.0426
San Pedro Coxcaltepec,17.4997,-97.1379
San Luis Amatlan,16.3865,-96.4982
San Francisco Chindua,17.4281,-97.3127
Naupan,20.2263,-98.1205
Yatzachi,17.2259,-96.2214
Tepetlapa,17.666,-98.3919
Santa Catarina Tayata,17.3472,-97.5582
Santa Maria Apazco,17.6343,-97.1003
San Nicolas,16.4201,-96.7413
San Mateo Pinas,16.0005,-96.3345
Santiago Huauclilla,17.4518,-97.0728
Santiago Nejapilla,17.4198,-97.3741
Nativitas,17.6616,-97.3357
Santa Maria Sola,16.5662,-97.013
San Francisco Nuxano,17.3817,-97.3426
Yagul,16.9641,-96.4534
Sitio de Xitlapehua,16.3514,-96.5322
San Miguel Achiutla,17.309,-97.4839
Santa Cruz Tayata,17.3572,-97.5684
Santa Maria del Rosario,17.3528,-97.5948
Santa Maria Nduayaco,17.41,-97.4932
Santo Domingo Yodohino,17.6169,-97.6829
Cerro de San Pedro,22.2173,-100.8001
Santiago Nundiche,17.3314,-97.6739
Espinal,20.2432,-97.4072
Ixtacatepec,21.206,-97.9877
San Jeronimo Sosola,17.3668,-97.0329
Santo Domingo Tlatayapam,17.4078,-97.3458
Soyaltepec,17.5917,-97.3082
Morelos,28.4075,-100.8856
